checked,provider_id,portal_url,source_url,name,geography_level,province,checked_date,source_ids,notes
,qc_saguenay,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-saguenay,https://www.donneesquebec.ca/recherche/dataset/sag_pistes_cyclables,Ville de Saguenay,municipality,QC,,qc_saguenay_cycling,"from 2023 CCND vintage, needs re-verification"
,qc_saint_hyacinthe,https://www.donneesquebec.ca/recherche/dataset?q=&extras_organisation_principale=ville-de-saint-hyacinthe,,Ville de Saint Hyacinthe,municipality,QC,,,
,qc_saint_jean_sur_richelieu,https://www.donneesquebec.ca/organisation/ville-de-saint-jean-sur-richelieu/,,Ville de Saint-Jean-sur-Richelieu,municipality,QC,,,
,qc_saint_jerome,,,Ville de Saint-Jérôme,municipality,QC,,,
,qc_shawinigan,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-shawinigan,https://osdp-psdo.canada.ca/dp/en/search/metadata/NRCAN-FGP-1-5afd394d-b6bb-4fd3-8eda-db071cdf2bd3,Ville de Shawinigan,municipality,QC,,qc_shawinigan_cycling,"from 2020 CCND vintage, needs re-verification"
,qc_sherbrooke,https://donneesouvertes-sherbrooke.opendata.arcgis.com/,https://donneesouvertes-sherbrooke.opendata.arcgis.com/datasets/9478537c06104aa0a2c7e4634947f382/explore,Ville de Sherbrooke,municipality,QC,,qc_sherbrooke_cycling,"from 2024 CCND vintage, needs re-verification"
,qc_terrebonne,,,Ville de Terrebonne,municipality,QC,,,
,qc_trois_rivieres,https://www.donneesquebec.ca/recherche/dataset/?organization=ville-de-trois-rivieres,,Ville de Trois-Rivières,municipality,QC,,,
,qc_victoriaville,https://partage-victoriaville.opendata.arcgis.com,,Ville de Victoriaville,municipality,QC,,,
,sk_moose_jaw,,,City of Moose Jaw,municipality,SK,,,
,sk_prince_albert,,,City of Prince Albert,municipality,SK,,,
,sk_regina,https://openregina.ca/,https://open.regina.ca/dataset/pathways,City of Regina,municipality,SK,,sk_regina_cycling,"from 2018 CCND vintage, needs re-verification"
,sk_saskatoon,https://opendata.saskatoon.ca/,Manual,City of Saskatoon,municipality,SK,,sk_saskatoon_cycling,"from 2023 CCND vintage, needs re-verification"
,yt_whitehorse,https://data.whitehorse.ca/,Manual,City of Whitehorse,municipality,YT,,yt_whitehorse_cycling,"from 2019 CCND vintage, needs re-verification"
,bc_the_city_of_west_kelowna,https://www.westkelownacity.ca/en/building-business-and-development/open-data.aspx,,The City of West Kelowna,other,BC,,,
,bc_westbank_first_nation,https://wfn-open-data-rdco.opendata.arcgis.com/,,Westbank First Nation,other,BC,,,
,nb_new_brunswick,https://gnb.socrata.com/,,Government of New Brunswick,other,NB,,,
,nl_community_infrastructure_mapping_system,https://nlcims.ca/OpenData/,,Community Infrastructure Mapping System,other,NL,,,
,on_lake_simcoe_region_conservation_authority,https://lsrca-open-data-camaps.opendata.arcgis.com/,,Lake Simco​e Region Conservation Authority,other,ON,,,
,on_quinte_conservation,https://data.quinteconservation.ca/,,Quinte Conservation,other,ON,,,
,on_region_of_waterloo,https://rowopendata-rmw.opendata.arcgis.com/,,Region of Waterloo,other,ON,,,
,on_seguin_township,https://seguin-data-hub-wpsgn.hub.arcgis.com/,,Seguin Township,other,ON,,,
,on_west_parry_sound_geography_network,https://data-wpsgn.opendata.arcgis.com/,,West Parry Sound Geography Network,other,ON,,,
,yt_kluane_first_nation,https://lrh.kfn.ca/,,Kluane First Nation,other,YT,,,
